Phy,mycorrhiza.type,Consensus_state,Number,Fraction
Vicia_cracca,AM; others not addressed,AM,17,1
Vicia_faba,AM; others not addressed,AM,10,1
Vicia_hirsuta,AM; others not addressed,AM,3,1
Vicia_ramuliflora,AM; others not addressed,AM,2,1
Vicia_sativa,AM; no others,AM,6,1
Vicia_sepium,AM; others not addressed,AM,19,1
Vicia_sylvatica,AM; others not addressed,AM,5,0.8
Vicia_tenuifolia,AM; others not addressed,AM,1,1
Vicia_tetrasperma,AM; others not addressed,AM,4,0.75
Vicia_villosa,AM; others not addressed,AM,1,1
Vigna_aconitifolia,AM; others not addressed,AM,1,1
Vigna_adenantha,AM; others not addressed,AM,4,0.75
Vigna_angularis,AM; others not addressed,AM,1,1
Vigna_dalzelliana,AM; no others,AM,1,1
Vigna_lanceolata,AM; no others,AM,1,1
Vigna_luteola,AM; others not addressed,AM,1,1
Vigna_marina,AM; no others,AM,3,1
Vigna_mungo,AM; others not addressed,AM,5,1
Vigna_parkeri,AM; others not addressed,AM,1,1
Vigna_radiata,AM; others not addressed,AM,5,1
Vigna_trilobata,AM; others not addressed,,,
Vigna_unguiculata,AM; others not addressed,AM,10,1
Viminaria_juncea,AM; no others,AM,5,0.8
Virgilia_oroboides,AM; no others,AM,2,0.5
Vouacapoua_americana,AM; others not addressed,AM,1,1
Vouacapoua_pallidior,AM; others not addressed,AM,2,0.5
Wisteria_floribunda,AM; others not addressed,AM,1,1
Wisteria_sinensis,AM; others not addressed,AM,2,0.5
Xeroderris_stuhlmannii,AM; no others,AM,2,1
Xylia_xylocarpa,AM; no others,AM,5,1
Zornia_diphylla,AM; others not addressed,AM,1,1
Zornia_gibbosa,AM; others not addressed,AM,3,1
Zygia_longifolia,AM; others not addressed,AM,1,1
