"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff"
"Parkia panurensis",0,0,0,1.21e+13,-2.19687875,2.19687875,0,2,"Parkia panurensis","Parkia panurensis","Wikispecies",0.988,2,TRUE
"Parkia pendula",0,0,0,1.37e+13,-3.36043278,3.36043278,0,1,"Parkia pendula","Parkia pendula","Wikispecies",0.988,2,TRUE
"Parkia platycephala",0,0,0,8.47e+12,-10.77227947,10.77227947,0,2,"Parkia platycephala","Parkia platycephala","Wikispecies",0.988,2,TRUE
"Parkia speciosa",0,0,0,4.4e+12,2.83988351,2.83988351,0,3,"Parkia speciosa","Parkia speciosa","Wikispecies",0.988,2,TRUE
"Parkia timoriana",0,6,1.55e+12,6.58e+12,3.6869211,3.6869211,0,6,"Parkia timoriana","Parkia timoriana","Wikispecies",0.988,2,TRUE
"Parkia ulei",0,0,0,9.82e+12,-2.26645922,2.26645922,0,0,"Parkia ulei","Parkia ulei","Wikispecies",0.988,2,TRUE
"Parkia velutina",0,0,0,1.1e+13,-3.31176229,3.31176229,0,0,"Parkia velutina","Parkia velutina","Wikispecies",0.988,2,TRUE
"Parkinsonia aculeata",0,26,4.25e+13,1.76e+13,10.47457552,10.47457552,0,6,"Parkinsonia aculeata","Parkinsonia aculeata","Wikispecies",0.988,2,TRUE
"Parkinsonia africana",0,0,0,4.05e+12,-23.84985133,23.84985133,0,1,"Parkinsonia africana","Parkinsonia africana","Wikispecies",0.988,2,TRUE
"Parochetus communis",1,2,2.68e+11,1.13e+13,14.64779606,14.64779606,0,2,"Parochetus communis","Parochetus communis","Wikispecies",0.988,2,TRUE
"Parryella filifolia",1,0,0,1.1e+12,36.56705657,36.56705657,0,0,"Parryella filifolia","Parryella filifolia","Wikispecies",0.988,2,TRUE
"Pearsonia aristata",1,0,0,3.08e+12,-23.68287979,23.68287979,0,0,"Pearsonia aristata","Pearsonia aristata","Wikispecies",0.988,2,TRUE
"Pearsonia cajanifolia",1,0,0,3.18e+12,-19.23387979,19.23387979,0,0,"Pearsonia cajanifolia","Pearsonia cajanifolia","Wikispecies",0.988,2,TRUE
"Pearsonia grandifolia",1,0,0,3.06e+12,-22.24326179,22.24326179,0,0,"Pearsonia grandifolia","Pearsonia grandifolia","Wikispecies",0.988,2,TRUE
"Pearsonia mesopontica",1,0,0,3.9e+11,-19.00000691,19.00000691,0,0,"Pearsonia mesopontica","Pearsonia mesopontica","Wikispecies",0.988,2,TRUE
"Pearsonia metallifera",1,0,0,3.9e+11,-19.00000691,19.00000691,0,0,"Pearsonia metallifera","Pearsonia metallifera","Wikispecies",0.988,2,TRUE
"Pearsonia sessilifolia",1,0,0,3.08e+12,-23.68287979,23.68287979,0,0,"Pearsonia sessilifolia","Pearsonia sessilifolia","Wikispecies",0.988,2,TRUE
"Pediomelum subacaule",1,0,0,3.96e+11,33.60436597,33.60436597,0,0,"Pediomelum subacaule","Pediomelum subacaule","Wikispecies",0.988,2,TRUE
"Peltogyne angustiflora",0,0,0,NA,NA,NA,0,0,"Peltogyne angustiflora","Peltogyne angustiflora","Wikispecies",0.988,2,TRUE
"Peltogyne catingae",0,0,0,1.57e+12,-4.18918209,4.18918209,0,0,"Peltogyne catingae","Peltogyne catingae","Wikispecies",0.988,2,TRUE
"Peltogyne confertiflora",0,0,0,NA,NA,NA,0,0,"Peltogyne confertiflora","Peltogyne confertiflora","National Center for Biotechnology Information",0.988,2,TRUE
"Peltogyne excelsa",1,0,0,NA,NA,NA,0,0,"Peltogyne excelsa","Peltogyne excelsa","Wikispecies",0.988,2,TRUE
"Peltogyne gracilipes",0,0,0,NA,NA,NA,0,0,"Peltogyne gracilipes","Peltogyne gracilipes","Wikispecies",0.988,2,TRUE
"Peltogyne paniculata",0,0,0,5.29e+12,0.47161234,0.47161234,0,1,"Peltogyne paniculata","Peltogyne paniculata","Wikispecies",0.988,2,TRUE
"Peltogyne prancei",0,0,0,NA,NA,NA,0,0,"Peltogyne prancei","Peltogyne prancei","Wikispecies",0.988,2,TRUE
"Peltogyne venosa",0,0,0,4.99e+12,-2.5896768,2.5896768,0,1,"Peltogyne venosa","Peltogyne venosa","Wikispecies",0.988,2,TRUE
"Peltophorum africanum",1,7,4.9e+12,9.68e+12,-18.9588299,18.9588299,0,3,"Peltophorum africanum","Peltophorum africanum","Wikispecies",0.988,2,TRUE
"Peltophorum dasyrrhachis",0,5,1.83e+12,4.29e+12,1.17089556,1.17089556,0,5,"Peltophorum dasyrrhachis","Peltophorum dasyrrhachis","Encyclopedia of Life",0.988,2,TRUE
"Peltophorum dubium",0,6,3.8e+12,1.18e+13,-24.58551684,24.58551684,0,3,"Peltophorum dubium","Peltophorum dubium","Wikispecies",0.988,2,TRUE
"Peltophorum pterocarpum",0,32,2e+13,8.83e+12,2.53227517,2.53227517,0,7,"Peltophorum pterocarpum","Peltophorum pterocarpum","Wikispecies",0.988,2,TRUE
"Pentaclethra macroloba",1,1,390727008.7,7.41e+12,7.52987291,7.52987291,0,4,"Pentaclethra macroloba","Pentaclethra macroloba","Wikispecies",0.988,2,TRUE
"Periandra coccinea",1,0,0,NA,NA,NA,0,0,"Periandra coccinea","Periandra coccinea","Wikispecies",0.988,2,TRUE
"Periandra mediterranea",1,0,0,9.56e+12,-13.74369646,13.74369646,0,0,"Periandra mediterranea","Periandra mediterranea","Wikispecies",0.988,2,TRUE
"Pericopsis angolensis",1,0,0,6.58e+12,-9.30607622,9.30607622,0,2,"Pericopsis angolensis","Pericopsis angolensis","Wikispecies",0.988,2,TRUE
"Pericopsis elata",1,1,2.42e+11,4.26e+12,4.3914139,4.3914139,0,1,"Pericopsis elata","Pericopsis elata","Wikispecies",0.988,2,TRUE
"Pericopsis mooniana",1,0,0,5.63e+12,1.09008444,1.09008444,0,1,"Pericopsis mooniana","Pericopsis mooniana","Wikispecies",0.988,2,TRUE
"Petalostylis labicheoides",0,0,0,6.04e+12,-26.38076745,26.38076745,0.063063063,0,"Petalostylis labicheoides","Petalostylis labicheoides","Wikispecies",0.988,2,TRUE
"Petteria ramentacea",1,0,0,2.84e+11,42.65139375,42.65139375,0,0,"Petteria ramentacea","Petteria ramentacea","Wikispecies",0.988,2,TRUE
"Phaseolus acutifolius",1,7,1.07e+13,9.79e+11,32.89681885,32.89681885,1,3,"Phaseolus acutifolius","Phaseolus acutifolius","Wikispecies",0.988,2,TRUE
"Phaseolus coccineus",1,31,3.74e+13,3.57e+12,30.44236219,30.44236219,0,3,"Phaseolus coccineus","Phaseolus coccineus","Wikispecies",0.988,2,TRUE
"Phaseolus filiformis",1,0,0,1.77e+12,26.54462355,26.54462355,0,0,"Phaseolus filiformis","Phaseolus filiformis","Wikispecies",0.988,2,TRUE
"Phaseolus glabellus",1,0,0,NA,NA,NA,0.25,0,"Phaseolus glabellus","Phaseolus glabellus","Wikispecies",0.988,2,TRUE
"Phaseolus lunatus",1,46,4.08e+13,2.72e+11,9.90592018,9.90592018,0,5,"Phaseolus lunatus","Phaseolus lunatus","Wikispecies",0.988,2,TRUE
"Phaseolus maculatus",1,0,0,1.36e+12,25.9996614,25.9996614,0,0,"Phaseolus maculatus","Phaseolus maculatus","Wikispecies",0.988,2,TRUE
"Phaseolus parvulus",1,0,0,6.76e+11,26.746588,26.746588,0,0,"Phaseolus parvulus","Phaseolus parvulus","Wikispecies",0.988,2,TRUE
"Phaseolus pedicellatus",1,0,0,NA,NA,NA,0.25,0,"Phaseolus pedicellatus","Phaseolus pedicellatus","Wikispecies",0.988,2,TRUE
"Phaseolus polystachios",1,0,0,2.38e+12,37.06489832,37.06489832,0,0,"Phaseolus polystachios","Phaseolus polystachios","Wikispecies",0.988,2,TRUE
"Phaseolus vulgaris",1,49,4.89e+13,2.93e+12,10.51720157,10.51720157,1,3,"Phaseolus vulgaris","Phaseolus vulgaris","Wikispecies",0.988,2,TRUE
"Phyllodium elegans",1,0,0,4.45e+12,14.66950117,14.66950117,0,0,"Phyllodium elegans","Phyllodium elegans","Wikispecies",0.988,2,TRUE
"Phyllodium pulchellum",1,2,4700589798,1.43e+13,8.83878791,8.83878791,0,1,"Phyllodium pulchellum","Phyllodium pulchellum","Wikispecies",0.988,2,TRUE
"Phyllota barbata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Phyllota barbata","Phyllota barbata","Wikispecies",0.988,2,TRUE
"Phyllota phylicoides",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Phyllota phylicoides","Phyllota phylicoides","Wikispecies",0.988,2,TRUE
"Phyllota pleurandroides",1,0,0,1.21e+12,-31.4539516,31.4539516,0,0,"Phyllota pleurandroides","Phyllota pleurandroides","Wikispecies",0.988,2,TRUE
"Phyllota remota",1,0,0,1.21e+12,-31.4539516,31.4539516,0,0,"Phyllota remota","Phyllota remota","Encyclopedia of Life",0.988,2,TRUE
"Pickeringia montana",0,0,0,4.74e+11,28.18553821,28.18553821,0,0,"Pickeringia montana","Pickeringia montana","Wikispecies",0.988,2,TRUE
"Piliostigma malabaricum",0,1,72497769150,NA,NA,NA,0,0,"Piliostigma malabaricum","Piliostigma malabaricum","Wikispecies",0.988,2,TRUE
"Piptadenia adiantoides",1,0,0,NA,NA,NA,0,0,"Piptadenia adiantoides","Piptadenia adiantoides","Wikispecies",0.988,2,TRUE
"Piptadenia flava",1,0,0,1.94e+11,15.98539898,15.98539898,0,0,"Piptadenia flava","Piptadenia flava","Wikispecies",0.988,2,TRUE
"Piptadenia gonoacantha",1,0,0,NA,NA,NA,0,0,"Piptadenia gonoacantha","Piptadenia gonoacantha","Wikispecies",0.988,2,TRUE
"Piptadenia obliqua",1,0,0,6.26e+11,3.32798888,3.32798888,0,0,"Piptadenia obliqua","Piptadenia obliqua","Encyclopedia of Life",0.988,2,TRUE
"Piptadenia paniculata",1,0,0,NA,NA,NA,0,0,"Piptadenia paniculata","Piptadenia paniculata","Wikispecies",0.988,2,TRUE
"Piptadenia stipulacea",1,0,0,NA,NA,NA,0,0,"Piptadenia stipulacea","Piptadenia stipulacea","Wikispecies",0.988,2,TRUE
"Piptadenia viridiflora",1,0,0,NA,NA,NA,0,0,"Piptadenia viridiflora","Piptadenia viridiflora","Wikispecies",0.988,2,TRUE
"Piptanthus concolor",1,0,0,2.58e+12,31.80264934,31.80264934,0,0,"Piptanthus concolor","Piptanthus concolor","National Center for Biotechnology Information",0.988,2,TRUE
"Piptanthus nepalensis",1,1,2.31e+11,5.8e+12,26.42720691,26.42720691,0,2,"Piptanthus nepalensis","Piptanthus nepalensis","Wikispecies",0.988,2,TRUE
"Piscidia grandifolia",1,0,0,4.36e+11,16.73481603,16.73481603,0,1,"Piscidia grandifolia","Piscidia grandifolia","Wikispecies",0.988,2,TRUE
"Piscidia piscipula",1,3,2.77e+12,1.11e+12,19.07652737,19.07652737,0,2,"Piscidia piscipula","Piscidia piscipula","Wikispecies",0.988,2,TRUE
"Pisum abyssinicum",1,0,0,1.13e+12,8.62614058,8.62614058,1,0,"Pisum abyssinicum","Pisum abyssinicum","National Center for Biotechnology Information",0.988,2,TRUE
"Pisum sativum",1,51,7.9e+13,1.23e+13,32.8836943,32.8836943,0,3,"Pisum sativum","Pisum sativum","Wikispecies",0.988,2,TRUE
"Pithecellobium diversifolium",1,0,0,NA,NA,NA,0,0,"Pithecellobium diversifolium","Pithecellobium diversifolium","Wikispecies",0.988,2,TRUE
"Pithecellobium dulce",1,39,2.58e+13,1.71e+13,8.79750942,8.79750942,0,6,"Pithecellobium dulce","Pithecellobium dulce","Wikispecies",0.988,2,TRUE
"Pithecellobium lanceolatum",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Pithecellobium lanceolatum","Pithecellobium lanceolatum","Wikispecies",0.988,2,TRUE
"Pithecellobium platycarpum",1,0,0,NA,NA,NA,0,0,"Pithecellobium platycarpum","Pithecellobium platycarpum","Wikispecies",0.988,2,TRUE
"Pithecellobium unguis-cati",1,12,6.62e+12,2.6e+12,14.23635664,14.23635664,0,2,"Pithecellobium unguis-cati","Pithecellobium unguis-cati","Wikispecies",0.988,2,TRUE
"Plathymenia foliolosa",1,0,0,2.87e+12,-19.65901789,19.65901789,0,1,"Plathymenia foliolosa","Plathymenia foliolosa","Wikispecies",0.988,2,TRUE
"Platycyamus regnellii",1,0,0,6.04e+11,-17.33272236,17.33272236,0,0,"Platycyamus regnellii","Platycyamus regnellii","Wikispecies",0.988,2,TRUE
"Platylobium formosum",1,0,0,2.83e+12,-34.37660906,34.37660906,0,0,"Platylobium formosum","Platylobium formosum","Wikispecies",0.988,2,TRUE
"Platylobium obtusangulum",1,0,0,1.28e+12,-36.69836819,36.69836819,0,0,"Platylobium obtusangulum","Platylobium obtusangulum","Wikispecies",0.988,2,TRUE
"Platymiscium floribundum",1,0,0,NA,NA,NA,0,0,"Platymiscium floribundum","Platymiscium floribundum","Wikispecies",0.988,2,TRUE
"Platymiscium pinnatum",1,1,66288514196,NA,NA,NA,0,0,"Platymiscium pinnatum","Platymiscium pinnatum","Wikispecies",0.988,2,TRUE
"Platymiscium stipulare",1,0,0,NA,NA,NA,0,0,"Platymiscium stipulare","Platymiscium stipulare","Wikispecies",0.988,2,TRUE
"Platymiscium trinitatis",1,0,0,4.16e+12,2.12071606,2.12071606,0,0,"Platymiscium trinitatis","Platymiscium trinitatis","Wikispecies",0.988,2,TRUE
"Platypodium elegans",1,0,0,74530640236,8.50542914,8.50542914,0,0,"Platypodium elegans","Platypodium elegans","Wikispecies",0.988,2,TRUE
"Podalyria biflora",1,1,2055545262,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria biflora","Podalyria biflora","Wikispecies",0.988,2,TRUE
"Podalyria burchellii",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria burchellii","Podalyria burchellii","Wikispecies",0.988,2,TRUE
"Podalyria calyptrata",1,1,2.67e+12,2.67e+12,-25.48651667,25.48651667,0,1,"Podalyria calyptrata","Podalyria calyptrata","Wikispecies",0.988,2,TRUE
"Podalyria canescens",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria canescens","Podalyria canescens","Wikispecies",0.988,2,TRUE
"Podalyria cordata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria cordata","Podalyria cordata","Wikispecies",0.988,2,TRUE
"Podalyria glauca",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria glauca","Podalyria glauca","Encyclopedia of Life",0.988,2,TRUE
"Podalyria myrtillifolia",1,1,2055545262,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria myrtillifolia","Podalyria myrtillifolia","Wikispecies",0.988,2,TRUE
"Podalyria sericea",1,2,1.17e+11,2.67e+12,-25.48651667,25.48651667,0,1,"Podalyria sericea","Podalyria sericea","Wikispecies",0.988,2,TRUE
"Podalyria velutina",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Podalyria velutina","Podalyria velutina","National Center for Biotechnology Information",0.988,2,TRUE
"Podolobium ilicifolium",1,0,0,2.76e+12,-26.80239184,26.80239184,0,0,"Podolobium ilicifolium","Podolobium ilicifolium","Wikispecies",0.988,2,TRUE
"Poecilanthe amazonica",1,0,0,NA,NA,NA,0,0,"Poecilanthe amazonica","Poecilanthe amazonica","Wikispecies",0.988,2,TRUE
"Poecilanthe falcata",1,0,0,NA,NA,NA,0,0,"Poecilanthe falcata","Poecilanthe falcata","Wikispecies",0.988,2,TRUE
"Poecilanthe hostmannii",1,0,0,NA,NA,NA,0,0,"Poecilanthe hostmannii","Poecilanthe hostmannii","Wikispecies",0.988,2,TRUE
"Poecilanthe parviflora",1,0,0,1.14e+13,-25.26021124,25.26021124,0,0,"Poecilanthe parviflora","Poecilanthe parviflora","Wikispecies",0.988,2,TRUE
"Poecilanthe ulei",1,0,0,NA,NA,NA,0,0,"Poecilanthe ulei","Poecilanthe ulei","Wikispecies",0.988,2,TRUE
"Poiretia punctata",1,0,0,2.38e+11,17.2299188,17.2299188,0.123931624,0,"Poiretia punctata","Poiretia punctata","Wikispecies",0.988,2,TRUE
"Poitea punicea",1,0,0,9245955548,18.2209154,18.2209154,0,0,"Poitea punicea","Poitea punicea","Wikispecies",0.988,2,TRUE
"Pongamia pinnata",1,9,8.04e+12,2.05e+13,8.73842123,8.73842123,0,9,"Pongamia pinnata","Pongamia pinnata","Wikispecies",0.988,2,TRUE
"Priestleya hirsuta",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Priestleya hirsuta","Priestleya hirsuta","Encyclopedia of Life",0.988,2,TRUE
"Priestleya tomentosa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Priestleya tomentosa","Priestleya tomentosa","Encyclopedia of Life",0.988,2,TRUE
"Priestleya vestita",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Priestleya vestita","Priestleya vestita","Encyclopedia of Life",0.988,2,TRUE
"Prosopis affinis",1,0,0,3.22e+12,-24.09512864,24.09512864,0,1,"Prosopis affinis","Prosopis affinis","Wikispecies",0.988,2,TRUE
"Prosopis africana",1,0,0,1.42e+13,16.99333532,16.99333532,0,2,"Prosopis africana","Prosopis africana","Wikispecies",0.988,2,TRUE
"Prosopis alba",1,3,3.43e+12,5.56e+12,-24.81750032,24.81750032,0,0,"Prosopis alba","Prosopis alba","Wikispecies",0.988,2,TRUE
"Prosopis articulata",1,0,0,3.61e+11,26.71389106,26.71389106,0,0,"Prosopis articulata","Prosopis articulata","Wikispecies",0.988,2,TRUE
"Prosopis chilensis",1,6,3.83e+12,5.9e+12,-24.29459874,24.29459874,0,5,"Prosopis chilensis","Prosopis chilensis","Wikispecies",0.988,2,TRUE
"Prosopis cineraria",1,2,2.25e+12,8.1e+12,25.71605681,25.71605681,0,8,"Prosopis cineraria","Prosopis cineraria","Wikispecies",0.988,2,TRUE
"Prosopis farcta",1,0,0,1.84e+13,28.42189843,28.42189843,0,7,"Prosopis farcta","Prosopis farcta","Wikispecies",0.988,2,TRUE
"Prosopis ferox",1,0,0,NA,NA,NA,0,0,"Prosopis ferox","Prosopis ferox","Wikispecies",0.988,2,TRUE
"Prosopis flexuosa",1,0,0,3.53e+12,-35.92185421,35.92185421,0,3,"Prosopis flexuosa","Prosopis flexuosa","Wikispecies",0.988,2,TRUE
"Prosopis glandulosa",1,13,2.34e+13,2.67e+12,27.34254024,27.34254024,0,4,"Prosopis glandulosa","Prosopis glandulosa","Wikispecies",0.988,2,TRUE
"Prosopis juliflora",1,31,2.91e+13,1.45e+13,18.92656963,18.92656963,0,3,"Prosopis juliflora","Prosopis juliflora","Wikispecies",0.988,2,TRUE
"Prosopis kuntzei",1,0,0,4.27e+12,-26.94705186,26.94705186,0,1,"Prosopis kuntzei","Prosopis kuntzei","Wikispecies",0.988,2,TRUE
"Prosopis laevigata",1,0,0,3.42e+12,6.63149697,6.63149697,0,2,"Prosopis laevigata","Prosopis laevigata","Wikispecies",0.988,2,TRUE
"Prosopis nigra",1,0,0,4.44e+12,-28.89789088,28.89789088,0,1,"Prosopis nigra","Prosopis nigra","Wikispecies",0.988,2,TRUE
"Prosopis pallida",1,4,1.08e+13,4.05e+11,-6.66875068,6.66875068,0,4,"Prosopis pallida","Prosopis pallida","Wikispecies",0.988,2,TRUE
"Prosopis pubescens",1,2,2.86e+12,2.21e+12,35.25893632,35.25893632,0,0,"Prosopis pubescens","Prosopis pubescens","Wikispecies",0.988,2,TRUE
"Prosopis ruscifolia",1,0,0,1.27e+13,-18.11914263,18.11914263,0,3,"Prosopis ruscifolia","Prosopis ruscifolia","Wikispecies",0.988,2,TRUE
"Prosopis tamarugo",1,0,0,57065627652,-19.70296898,19.70296898,0,0,"Prosopis tamarugo","Prosopis tamarugo","Wikispecies",0.988,2,TRUE
"Prosopis velutina",1,2,3.47e+12,1.37e+12,27.77214475,27.77214475,0,0,"Prosopis velutina","Prosopis velutina","Wikispecies",0.988,2,TRUE
"Pseudarthria hookeri",1,1,2055545262,2.06e+13,-7.31950538,7.31950538,0,1,"Pseudarthria hookeri","Pseudarthria hookeri","Wikispecies",0.988,2,TRUE
"Pseudarthria viscida",1,1,2055545262,4.21e+12,6.51439203,6.51439203,0,1,"Pseudarthria viscida","Pseudarthria viscida","Wikispecies",0.988,2,TRUE
"Pseudeminia comosa",1,0,0,2.99e+12,-12.99390002,12.99390002,0,0,"Pseudeminia comosa","Pseudeminia comosa","Wikispecies",0.988,2,TRUE
"Pseudopiptadenia contorta",1,0,0,1.54e+12,-14.55383925,14.55383925,0,0,"Pseudopiptadenia contorta","Pseudopiptadenia contorta","Wikispecies",0.988,2,TRUE
"Pseudopiptadenia psilostachya",1,0,0,5.89e+12,-2.04293461,2.04293461,0,0,"Pseudopiptadenia psilostachya","Pseudopiptadenia psilostachya","Wikispecies",0.988,2,TRUE
"Pseudovigna argentea",1,2,3.92e+11,2.72e+12,1.5971019,1.5971019,0,0,"Pseudovigna argentea","Pseudovigna argentea","Wikispecies",0.988,2,TRUE
"Psophocarpus lancifolius",1,0,0,7.44e+12,3.11904833,3.11904833,0,1,"Psophocarpus lancifolius","Psophocarpus lancifolius","Wikispecies",0.988,2,TRUE
"Psophocarpus lukafuensis",1,0,0,3.08e+12,-5.50612027,5.50612027,0,0,"Psophocarpus lukafuensis","Psophocarpus lukafuensis","Wikispecies",0.988,2,TRUE
"Psophocarpus palustris",1,0,0,7.13e+12,11.11769256,11.11769256,0,0,"Psophocarpus palustris","Psophocarpus palustris","Wikispecies",0.988,2,TRUE
"Psophocarpus scandens",1,5,3.37e+12,1.27e+13,-4.90145755,4.90145755,0,3,"Psophocarpus scandens","Psophocarpus scandens","Wikispecies",0.988,2,TRUE
"Psophocarpus tetragonolobus",1,22,2.66e+13,1.05e+12,-2.59999035,2.59999035,0,4,"Psophocarpus tetragonolobus","Psophocarpus tetragonolobus","Wikispecies",0.988,2,TRUE
"Psoralea aculeata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea aculeata","Psoralea aculeata","Wikispecies",0.988,2,TRUE
"Psoralea adscendens",1,0,0,2.08e+12,-36.84160801,36.84160801,0,0,"Psoralea adscendens","Psoralea adscendens","Encyclopedia of Life",0.988,2,TRUE
"Psoralea affinis",1,0,0,2.72e+12,-27.20987925,27.20987925,0,0,"Psoralea affinis","Psoralea affinis","Wikispecies",0.988,2,TRUE
"Psoralea alata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea alata","Psoralea alata","Wikispecies",0.988,2,TRUE
"Psoralea aphylla",1,1,1.3e+11,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea aphylla","Psoralea aphylla","Wikispecies",0.988,2,TRUE
"Psoralea asarina",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea asarina","Psoralea asarina","Wikispecies",0.988,2,TRUE
"Psoralea ensifolia",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea ensifolia","Psoralea ensifolia","Wikispecies",0.988,2,TRUE
"Psoralea eriantha",1,0,0,3.31e+12,-29.03138252,29.03138252,0,0,"Psoralea eriantha","Psoralea eriantha","Encyclopedia of Life",0.988,2,TRUE
"Psoralea imbricata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea imbricata","Psoralea imbricata","Wikispecies",0.988,2,TRUE
"Psoralea laxa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea laxa","Psoralea laxa","Wikispecies",0.988,2,TRUE
"Psoralea martinii",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Psoralea martinii","Psoralea martinii","Encyclopedia of Life",0.988,2,TRUE
"Psoralea monophylla",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea monophylla","Psoralea monophylla","Wikispecies",0.988,2,TRUE
"Psoralea oligophylla",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea oligophylla","Psoralea oligophylla","Wikispecies",0.988,2,TRUE
"Psoralea parva",1,0,0,2.01e+12,-31.74043124,31.74043124,0,0,"Psoralea parva","Psoralea parva","Encyclopedia of Life",0.988,2,TRUE
"Psoralea patens",1,0,0,7.62e+12,-25.55398159,25.55398159,0,0,"Psoralea patens","Psoralea patens","Encyclopedia of Life",0.988,2,TRUE
"Psoralea pinnata",1,6,7.53e+12,3.46e+12,-21.3733595,21.3733595,0,3,"Psoralea pinnata","Psoralea pinnata","Wikispecies",0.988,2,TRUE
"Psoralea repens",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea repens","Psoralea repens","Wikispecies",0.988,2,TRUE
"Psoralea restioides",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea restioides","Psoralea restioides","Wikispecies",0.988,2,TRUE
"Psoralea tenax",1,0,0,2.76e+12,-26.80239184,26.80239184,0,0,"Psoralea tenax","Psoralea tenax","Encyclopedia of Life",0.988,2,TRUE
"Psoralea verrucosa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Psoralea verrucosa","Psoralea verrucosa","Wikispecies",0.988,2,TRUE
"Psorothamnus arborescens",0,0,0,9.14e+11,38.42002523,38.42002523,0,0,"Psorothamnus arborescens","Psorothamnus arborescens","Wikispecies",0.988,2,TRUE
"Psorothamnus emoryi",1,0,0,7.68e+11,27.58193304,27.58193304,0,0,"Psorothamnus emoryi","Psorothamnus emoryi","Wikispecies",0.988,2,TRUE
"Psorothamnus fremontii",0,0,0,1.21e+12,37.45547727,37.45547727,0,0,"Psorothamnus fremontii","Psorothamnus fremontii","Wikispecies",0.988,2,TRUE
"Psorothamnus schottii",1,0,0,7.02e+11,36.03278011,36.03278011,0,0,"Psorothamnus schottii","Psorothamnus schottii","Wikispecies",0.988,2,TRUE
"Psorothamnus scoparius",1,0,0,1.29e+12,32.86823684,32.86823684,0,0,"Psorothamnus scoparius","Psorothamnus scoparius","Wikispecies",0.988,2,TRUE
"Psorothamnus spinosus",1,0,0,2.95e+12,30.48892593,30.48892593,0,0,"Psorothamnus spinosus","Psorothamnus spinosus","Wikispecies",0.988,2,TRUE
"Pterocarpus acapulcensis",1,0,0,NA,NA,NA,0,0,"Pterocarpus acapulcensis","Pterocarpus acapulcensis","Wikispecies",0.988,2,TRUE
"Pterocarpus amazonum",0,0,0,8.07e+12,-3.68938672,3.68938672,0,0,"Pterocarpus amazonum","Pterocarpus amazonum","Wikispecies",0.988,2,TRUE
"Pterocarpus angolensis",1,0,0,9.54e+12,-17.91326592,17.91326592,0,3,"Pterocarpus angolensis","Pterocarpus angolensis","Wikispecies",0.988,2,TRUE
"Pterocarpus antunesii",1,0,0,2.8e+12,-15.58539089,15.58539089,0,1,"Pterocarpus antunesii","Pterocarpus antunesii","Wikispecies",0.988,2,TRUE
"Pterocarpus brenanii",1,0,0,7.52e+11,-13.45307891,13.45307891,0,0,"Pterocarpus brenanii","Pterocarpus brenanii","Wikispecies",0.988,2,TRUE
"Pterocarpus echinatus",1,1,613976683,NA,NA,NA,0,0,"Pterocarpus echinatus","Pterocarpus echinatus","Encyclopedia of Life",0.988,2,TRUE
"Pterocarpus indicus",1,14,5.36e+12,7.39e+12,4.25613314,4.25613314,0,3,"Pterocarpus indicus","Pterocarpus indicus","Wikispecies",0.988,2,TRUE
"Pterocarpus macrocarpus",1,4,8.04e+12,4.59e+12,19.7136982,19.7136982,0,2,"Pterocarpus macrocarpus","Pterocarpus macrocarpus","Wikispecies",0.988,2,TRUE
"Pterocarpus marsupium",1,2,6.29e+11,5.24e+12,20.50121953,20.50121953,0,3,"Pterocarpus marsupium","Pterocarpus marsupium","Wikispecies",0.988,2,TRUE
